Element;Categorie;Sous_categorie;Phase;Propriété;IFC_Reference;Revit_Param;Version_IFC;Requis
Semelle de fondation;Documentation;Plans et schémas;EXP;Plan éléments spécifiques;;;IFC4;Oui
Semelle de fondation;Documentation;Plans et schémas;APD;Rapport étude géotechnique;;;IFC4;Oui
Semelle de fondation;Documentation;Plans et schémas;PDE;Rapport étude géotechnique;;;IFC4;Oui
Semelle de fondation;Documentation;Plans et schémas;EXE;Rapport étude géotechnique;;;IFC4;Oui
Semelle de fondation;Documentation;Plans et schémas;EXP;Rapport étude géotechnique;;;IFC4;Oui
Semelle de fondation;Documentation;Plans et schémas;PDE;Rapport stabilité;;;IFC4;Oui
Semelle de fondation;Documentation;Plans et schémas;EXE;Rapport stabilité;;;IFC4;Oui
Semelle de fondation;Documentation;Plans et schémas;EXP;Rapport stabilité;;;IFC4;Oui
Semelle de fondation;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;IFC4;Oui
Semelle de fondation;Classification;Uniformat II 2010;Toutes;A1010.10 – Wall FoundationA4040 - Pits and Bases;;;IFC4;Oui
Semelle de fondation;Classification;DIN276;Toutes;322 – Flachgründungen und Bodenplatten;;;IFC4;Oui
Silencieux de ventilation;Classe et type IFC;Types IFC;Toutes;Silencieux oval;IfcDuctSilencer.FLATOVAL;Duct Accessories [BIMids Classification:Ventilation silencer];IFC4;Oui
Silencieux de ventilation;Classe et type IFC;Types IFC;Toutes;Silencieux rectangulaire;IfcDuctSilencer.RECTANGULAR;Duct Accessories [BIMids Classification:Ventilation silencer];IFC4;Oui
Silencieux de ventilation;Classe et type IFC;Types IFC;Toutes;Silencieux rond;IfcDuctSilencer.ROUND;Duct Accessories [BIMids Classification:Ventilation silencer];IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_DuctSilencerTypeCommon.Status;Phase Created;IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_DuctSilencerTypeCommon.Status;Phase Created;IFC4;Oui
Silencieux de ventilation;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_DuctSilencerTypeCommon.Status;Phase Created;IFC4;Oui
Silencieux de ventilation;Documentation;Descriptifs;PDE;Dimensionnement;;;IFC4;Oui
Silencieux de ventilation;Documentation;Descriptifs;EXE;Dimensionnement;;;IFC4;Oui
Silencieux de ventilation;Documentation;Descriptifs;EXP;Dimensionnement;;;IFC4;Oui
Silencieux de ventilation;Documentation;Descriptifs;PDE;Prescriptions;;;IFC4;Oui
Silencieux de ventilation;Documentation;Descriptifs;EXE;Prescriptions;;;IFC4;Oui
Silencieux de ventilation;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Silencieux de ventilation;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Silencieux de ventilation;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;IFC4;Oui
Silencieux de ventilation;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;IFC4;Oui
Silencieux de ventilation;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;IFC4;Oui
Silencieux de ventilation;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;IFC4;Oui
Silencieux de ventilation;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;IFC4;Oui
Silencieux de ventilation;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;IFC4;Oui
Silencieux de ventilation;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;IFC4;Oui
Silencieux de ventilation;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;IFC4;Oui
Silencieux de ventilation;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;IFC4;Oui
Silencieux de ventilation;Documentation;Plans et schémas;PDE;Performances à atteindre;;;IFC4;Oui
Silencieux de ventilation;Documentation;Plans et schémas;EXE;Performances à atteindre;;;IFC4;Oui
Silencieux de ventilation;Documentation;Plans et schémas;EXP;Performances à atteindre;;;IFC4;Oui
Silencieux de ventilation;Classification;Uniformat II 2010;Toutes;D3060.90 – Ventilation Supplementary Components;;;IFC4;Oui
Silencieux de ventilation;Classification;DIN276;Toutes;"KG431 – Lüftungsanlagen
KG432 – Teilklimaanlagen
KG433 – Klimaanlagen
KG434 – Kälteanlagen
KG475 – Prozesswärme-, kälte- und -luftanlagen";;;IFC4;Oui
Site;Classe et type IFC;Types IFC;Toutes;Site;IfcSite;Site;IFC4;Oui
Site;Classe et type IFC;Types IFC;Toutes;Point de référence;IfcBuildingElementProxy.USERDEFINED[REFERENCEPOINT];Generic Models;IFC4;Oui
Site;Classe et type IFC;Types IFC;Toutes;Point de géoréférencement;IfcBuildingElementProxy.USERDEFINED[REFERENCEPOINT];Generic Models;IFC4;Oui
Site;Classe et type IFC;Types IFC;Toutes;Point 0;IfcBuildingElementProxy.USERDEFINED[REFERENCEPOINT];Generic Models;IFC4;Oui
Site;Classe et type IFC;Types IFC;Toutes;0,0,0;IfcBuildingElementProxy.USERDEFINED[REFERENCEPOINT];Generic Models;IFC4;Oui
Site;Géométrie;Exigences minima;APS;Symbole;;;IFC4;Oui
Site;Géométrie;Exigences minima;APD;Symbole;;;IFC4;Oui
Site;Géométrie;Exigences minima;PDE;Symbole;;;IFC4;Oui
Site;Géométrie;Exigences minima;EXE;Symbole;;;IFC4;Oui
Site;Géométrie;Exigences minima;EXP;Symbole;;;IFC4;Oui
Site;Informations alphanumériques;Niveau objet;APS;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Site;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Site;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Site;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Site;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Site;Informations alphanumériques;Niveau objet;APS;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Site;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Site;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Site;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Site;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Site;Documentation;Plans et schémas;APS;Relevé topographique;;;IFC4;Oui
Site;Documentation;Plans et schémas;APD;Relevé topographique;;;IFC4;Oui
Site;Documentation;Plans et schémas;PDE;Relevé topographique;;;IFC4;Oui
Site;Documentation;Plans et schémas;EXE;Relevé topographique;;;IFC4;Oui
Site;Documentation;Plans et schémas;EXP;Relevé topographique;;;IFC4;Oui
Site;Documentation;Plans et schémas;APS;Plan de mesurage;;;IFC4;Oui
Site;Documentation;Plans et schémas;APD;Plan de mesurage;;;IFC4;Oui
Site;Documentation;Plans et schémas;PDE;Plan de mesurage;;;IFC4;Oui
Site;Documentation;Plans et schémas;EXE;Plan de mesurage;;;IFC4;Oui
Site;Documentation;Plans et schémas;EXP;Plan de mesurage;;;IFC4;Oui
Sortie de ventilation;Classe et type IFC;Types IFC;Toutes;Bouche sans réglage débit;IfcAirTerminal.DIFFUSER;Air Terminals;IFC4;Oui
Sortie de ventilation;Classe et type IFC;Types IFC;Toutes;Bouche avec réglage débit;IfcAirTerminal.REGISTER;Air Terminals;IFC4;Oui
Sortie de ventilation;Classe et type IFC;Types IFC;Toutes;Grille linéaire;IfcAirTerminal.LOUVRE;Air Terminals;IFC4;Oui
Sortie de ventilation;Classe et type IFC;Types IFC;Toutes;Grille ponctuelle;IfcAirTerminal.GRILLE;Air Terminals;IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_AirTerminalTypeCommon.Status;Phase Created;IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_AirTerminalTypeCommon.Status;Phase Created;IFC4;Oui
Sortie de ventilation;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_AirTerminalTypeCommon.Status;Phase Created;IFC4;Oui
Sortie de ventilation;Documentation;Descriptifs;PDE;Dimensionnement;;;IFC4;Oui
Sortie de ventilation;Documentation;Descriptifs;EXE;Dimensionnement;;;IFC4;Oui
Sortie de ventilation;Documentation;Descriptifs;EXP;Dimensionnement;;;IFC4;Oui
Sortie de ventilation;Documentation;Descriptifs;PDE;Prescriptions;;;IFC4;Oui
Sortie de ventilation;Documentation;Descriptifs;EXE;Prescriptions;;;IFC4;Oui
Sortie de ventilation;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Sortie de ventilation;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Sortie de ventilation;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;IFC4;Oui
Sortie de ventilation;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;IFC4;Oui
Sortie de ventilation;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;IFC4;Oui
Sortie de ventilation;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;IFC4;Oui
Sortie de ventilation;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;IFC4;Oui
Sortie de ventilation;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;IFC4;Oui
Sortie de ventilation;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;IFC4;Oui
Sortie de ventilation;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;IFC4;Oui
Sortie de ventilation;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;IFC4;Oui
Sortie de ventilation;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;IFC4;Oui
Sortie de ventilation;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;IFC4;Oui
Sortie de ventilation;Documentation;Plans et schémas;PDE;Performances à atteindre;;;IFC4;Oui
Sortie de ventilation;Documentation;Plans et schémas;EXE;Performances à atteindre;;;IFC4;Oui
Sortie de ventilation;Documentation;Plans et schémas;EXP;Performances à atteindre;;;IFC4;Oui
Sortie de ventilation;Classification;Uniformat II 2010;Toutes;"B2070 – Exterior Louvers and Vents
D3060.10 – Supply Air
D3060.20 – Return Air";;;IFC4;Oui
Sortie de ventilation;Classification;DIN276;Toutes;"KG431 – Lüftungsanlagen
KG433 – Klimaanlagen
KG434 – Kälteanlagen
KG475 – Prozesswärme-, kälte- und -luftanlagen";;;IFC4;Oui
Sprinkler;Classe et type IFC;Types IFC;Toutes;Extincteur automatique à eau;IfcFireSuppressionTerminal.SPRINKLER;Sprinklers;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) (p);Pset_FireSuppressionTerminalTypeCommon.Status;-;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) (p);Pset_FireSuppressionTerminalTypeCommon.Status;-;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) (p);Pset_FireSuppressionTerminalTypeCommon.Status;-;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) (p);Pset_FireSuppressionTerminalTypeCommon.Status;-;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_FireSuppressionTerminalTypeSprinkler.Status;Phase Created;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_FireSuppressionTerminalTypeSprinkler.Status;Phase Created;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_FireSuppressionTerminalTypeSprinkler.Status;Phase Created;IFC4;Oui
Sprinkler;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_FireSuppressionTerminalTypeSprinkler.Status;Phase Created;IFC4;Oui
Sprinkler;Documentation;Descriptifs;APD;Prescriptions;;;IFC4;Oui
Sprinkler;Documentation;Descriptifs;PDE;Prescriptions;;;IFC4;Oui
Sprinkler;Documentation;Descriptifs;EXE;Prescriptions;;;IFC4;Oui
Sprinkler;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Sprinkler;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Sprinkler;Documentation;Maintenance et fiches techniques;PDE;Protocole de communication;;;IFC4;Oui
Sprinkler;Documentation;Maintenance et fiches techniques;EXE;Protocole de communication;;;IFC4;Oui
Sprinkler;Documentation;Maintenance et fiches techniques;EXP;Protocole de communication;;;IFC4;Oui
Sprinkler;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;IFC4;Oui
Sprinkler;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;IFC4;Oui
Sprinkler;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;IFC4;Oui
Sprinkler;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;IFC4;Oui
Sprinkler;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;IFC4;Oui
Sprinkler;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;IFC4;Oui
Sprinkler;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;IFC4;Oui
Sprinkler;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;IFC4;Oui
Sprinkler;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;IFC4;Oui
Sprinkler;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;IFC4;Oui
Sprinkler;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;IFC4;Oui
Sprinkler;Classification;Uniformat II 2010;Toutes;D4010 – Fire Suppression;;;IFC4;Oui
Sprinkler;Classification;DIN276;Toutes;KG474 – Feuerlöschanlagen;;;IFC4;Oui
Stockage d'électricité;Classe et type IFC;Types IFC;Toutes;Batterie de condensateurs;IfcElectricFlowStorageDevice.CAPACITORBANK;Electrical Equipment [BIMids Classification:Electricity storage];IFC4;Oui
Stockage d'électricité;Classe et type IFC;Types IFC;Toutes;Batterie de compensation;IfcElectricFlowStorageDevice.CAPACITORBANK;Electrical Equipment [BIMids Classification:Electricity storage];IFC4;Oui
Stockage d'électricité;Classe et type IFC;Types IFC;Toutes;Anti-harmonique;IfcElectricFlowStorageDevice.HARMONICFILTER;Electrical Equipment [BIMids Classification:Electricity storage];IFC4;Oui
Stockage d'électricité;Classe et type IFC;Types IFC;Toutes;Inducteur de compensation;IfcElectricFlowStorageDevice.INDUCTORBANK;Electrical Equipment [BIMids Classification:Electricity storage];IFC4;Oui
Stockage d'électricité;Classe et type IFC;Types IFC;Toutes;UPS/no-break;IfcElectricFlowStorageDevice.UPS;Electrical Equipment [BIMids Classification:Electricity storage];IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_ElectricFlowStorageDeviceTypeCommon.Status;Phase Created;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_ElectricFlowStorageDeviceTypeCommon.Status;Phase Created;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_ElectricFlowStorageDeviceTypeCommon.Status;Phase Created;IFC4;Oui
Stockage d'électricité;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_ElectricFlowStorageDeviceTypeCommon.Status;Phase Created;IFC4;Oui
Stockage d'électricité;Documentation;Descriptifs;APD;Prédimensionnement;;;IFC4;Oui
Stockage d'électricité;Documentation;Descriptifs;PDE;Dimensionnement;;;IFC4;Oui
Stockage d'électricité;Documentation;Descriptifs;EXE;Dimensionnement;;;IFC4;Oui
Stockage d'électricité;Documentation;Descriptifs;EXP;Dimensionnement;;;IFC4;Oui
Stockage d'électricité;Documentation;Descriptifs;APD;Prescriptions;;;IFC4;Oui
Stockage d'électricité;Documentation;Descriptifs;PDE;Prescriptions;;;IFC4;Oui
Stockage d'électricité;Documentation;Descriptifs;EXE;Prescriptions;;;IFC4;Oui
Stockage d'électricité;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Stockage d'électricité;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Stockage d'électricité;Documentation;Maintenance et fiches techniques;PDE;Protocole de communication;;;IFC4;Oui
Stockage d'électricité;Documentation;Maintenance et fiches techniques;EXE;Protocole de communication;;;IFC4;Oui
Stockage d'électricité;Documentation;Maintenance et fiches techniques;EXP;Protocole de communication;;;IFC4;Oui
Stockage d'électricité;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;IFC4;Oui
Stockage d'électricité;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;IFC4;Oui
Stockage d'électricité;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;IFC4;Oui
Stockage d'électricité;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;IFC4;Oui
Stockage d'électricité;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;IFC4;Oui
Stockage d'électricité;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;IFC4;Oui
Stockage d'électricité;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;IFC4;Oui
Stockage d'électricité;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;IFC4;Oui
Stockage d'électricité;Documentation;Plans et schémas;APD;Schéma d'emprise;;;IFC4;Oui
Stockage d'électricité;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;IFC4;Oui
Stockage d'électricité;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;IFC4;Oui
Stockage d'électricité;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;IFC4;Oui
Stockage d'électricité;Documentation;Plans et schémas;APD;Performances à atteindre;;;IFC4;Oui
Stockage d'électricité;Documentation;Plans et schémas;PDE;Performances à atteindre;;;IFC4;Oui
Stockage d'électricité;Documentation;Plans et schémas;EXE;Performances à atteindre;;;IFC4;Oui
Stockage d'électricité;Documentation;Plans et schémas;EXP;Performances à atteindre;;;IFC4;Oui
Stockage d'électricité;Documentation;Plans et schémas;APD;Rapport energétique;;;IFC4;Oui
Stockage d'électricité;Documentation;Plans et schémas;PDE;Rapport energétique;;;IFC4;Oui
Stockage d'électricité;Documentation;Plans et schémas;EXE;Rapport energétique;;;IFC4;Oui
Stockage d'électricité;Documentation;Plans et schémas;EXP;Rapport energétique;;;IFC4;Oui
Stockage d'électricité;Classification;Uniformat II 2010;Toutes;D5010.20 – Battery Equipment;;;IFC4;Oui
Stockage d'électricité;Classification;DIN276;Toutes;KG 442 – Eigenstromversorgungsanlagen;;;IFC4;Oui
Tableau électrique;Classe et type IFC;Types IFC;Toutes;Armoire électrique de commande;IfcElectricDistributionBoard.SWITCHBOARD;Electrical Equipment [BIMids Classification:Electrical panel];IFC4;Oui
Tableau électrique;Classe et type IFC;Types IFC;Toutes;Tableau général basse tension;IfcElectricDistributionBoard.DISTRIBUTIONBOARD;Electrical Equipment [BIMids Classification:Electrical panel];IFC4;Oui
Tableau électrique;Classe et type IFC;Types IFC;Toutes;TGBT;IfcElectricDistributionBoard.DISTRIBUTIONBOARD;Electrical Equipment [BIMids Classification:Electrical panel];IFC4;Oui
Tableau électrique;Classe et type IFC;Types IFC;Toutes;Tableau divisionnaire;IfcElectricDistributionBoard.DISTRIBUTIONBOARD;Electrical Equipment [BIMids Classification:Electrical panel];IFC4;Oui
Tableau électrique;Classe et type IFC;Types IFC;Toutes;Armoire provisoire de chantier;IfcElectricDistributionBoard.DISTRIBUTIONBOARD;Electrical Equipment [BIMids Classification:Electrical panel];IFC4;Oui
Tableau électrique;Classe et type IFC;Types IFC;Toutes;Tableau data;IfcElectricDistributionBoard.USERDEFINED[DISPATCHINGBOARD];Electrical Equipment [BIMids Classification:Electrical panel];IFC4;Oui
